Food ;Mines;Oil  ;Clths;Durbl;Chems;Cnsum;Cnstr;Steel;FabPr;Machn;Cars ;Trans;Utils;Rtail;Finan;Other
0,377080767;0,064618615;0,156214796;0,236278014;0,097629918;0,085547849;0,244038293;0,116421429;-0,112699541;0,083966953;0,089004241;0,188651386;0,360668798;0,398192437;0,252288266;0,346014171;0,280283285
0,572112634;0,292920811;0,24968648;0,626952851;0,191917767;0,265886219;0,384204357;0,410917171;NaN;0,274039981;0,221136128;0,342307784;0,549833075;0,484101344;0,486136146;0,586054141;0,442256266
0,500688384;-0,011319407;0,266651162;0,518071796;0,22390026;0,297218083;0,323407046;0,382378107;0,126167205;0,224612487;0,193202781;0,318065516;0,499847577;0,528713285;0,39973217;0,580585953;0,435503026
0,464049717;0,311408493;0,358634081;0,709483196;0,241466529;0,371907203;0,370062077;0,437567687;0,278472917;0,271031197;0,235256304;0,265772924;0,523341898;0,439329559;0,27333476;0,545403372;0,386309451
0,376992217;0,015891331;0,191410079;0,375990779;0,096688084;0,188934364;0,271161064;0,205549277;0,133512519;0,091565269;0,073884226;0,140541959;0,333922972;0,369042632;0,176101995;0,357186706;0,260691156
0,435209138;-0,075211142;0,146214333;0,353899945;0,08578346;0,202042625;0,275312682;0,206466681;0,133484854;0,087886234;0,072537718;0,086344214;0,238710936;0,223997243;0,131003244;0,259968759;0,222344507
0,394017039;0,096620367;0,267448926;0,499586099;0,082509401;0,272589493;0,277467414;0,222637161;0,090814789;0,085907975;0,104672355;0,071910488;0,185824714;0,268543553;0,249339423;0,361161034;0,273445696
0,530805489;0,103518183;0,299321728;0,610779754;0,253425582;0,357563312;0,398466404;0,357194063;0,077553163;NaN;0,238532642;0,197604461;0,316356527;0,273263221;0,389106412;0,466265269;0,356362729
0,545072833;0,107572559;0,283636921;0,612671863;0,324383361;0,487838342;0,398923276;0,391253254;0,071208841;0,294280054;0,291470555;0,190907977;0,302882637;0,299547726;0,453597169;0,468254827;0,378235932
0,541143255;-0,006743321;0,132973625;0,575456825;0,213286939;0,455056344;0,35140531;0,273558952;0,031471019;0,331951322;0,16106434;0,145085987;0,232033805;0,329919402;0,302928297;0,40766604;0,278569835
0,588473935;NaN;0,103739091;0,666504538;0,357789277;0,640579351;0,414667562;0,47859183;0,072351505;0,382731073;0,242628631;0,324214596;0,282970171;0,409075337;0,368668124;0,497103761;0,370391224
0,632628186;NaN;0,09629244;0,724558147;0,477392728;0,681974199;0,543609585;0,693366807;0,025037197;0,460688516;0,331159635;0,547171352;0,36487177;0,394375116;0,510464352;0,591663716;0,422479193
